,player,session,date,score,filled
1674,Player 12,Strength Building,2022-02-04,8.0,Not Filled
1675,Player 12,Strength Building,2022-02-07,3.0,Not Filled
1676,Player 12,Strength Building,2022-02-08,3.0,Filled
1677,Player 12,Strength Building,2022-02-09,3.0,Filled
1678,Player 12,Strength Building,2022-02-10,3.0,Filled
1679,Player 12,Strength Building,2022-02-11,4.0,Not Filled
1680,Player 12,Strength Building,2022-02-14,4.0,Not Filled
1681,Player 12,Strength Building,2022-02-15,5.0,Not Filled
1682,Player 12,Strength Building,2022-02-16,9.0,Not Filled
1683,Player 12,Strength Building,2022-02-17,9.0,Filled
1684,Player 12,Strength Building,2022-02-18,9.0,Filled
1685,Player 12,Strength Building,2022-02-21,4.0,Not Filled
1686,Player 12,Strength Building,2022-02-22,6.0,Not Filled
1687,Player 12,Strength Building,2022-02-23,5.0,Not Filled
1688,Player 12,Strength Building,2022-02-24,9.0,Not Filled
1689,Player 12,Strength Building,2022-02-25,9.0,Not Filled
1690,Player 12,Strength Building,2022-02-28,9.0,Filled
1691,Player 12,Strength Building,2022-03-01,9.0,Filled
1692,Player 12,Strength Building,2022-03-02,9.0,Filled
1693,Player 12,Strength Building,2022-03-03,9.0,Filled
1694,Player 12,Strength Building,2022-03-04,9.0,Filled
1695,Player 12,Strength Building,2022-03-07,3.0,Not Filled
1696,Player 12,Strength Building,2022-03-08,6.0,Not Filled
1697,Player 12,Strength Building,2022-03-09,5.0,Not Filled
1698,Player 12,Strength Building,2022-03-10,4.0,Not Filled
1699,Player 12,Strength Building,2022-03-11,4.0,Filled
1700,Player 12,Strength Building,2022-03-14,7.0,Not Filled
1701,Player 12,Strength Building,2022-03-15,8.0,Not Filled
1702,Player 12,Strength Building,2022-03-16,8.0,Filled
1703,Player 12,Strength Building,2022-03-17,9.0,Not Filled
1704,Player 12,Strength Building,2022-03-18,9.0,Filled
1705,Player 12,Strength Building,2022-03-21,10.0,Not Filled
1706,Player 12,Strength Building,2022-03-22,5.0,Not Filled
1707,Player 12,Strength Building,2022-03-23,8.0,Not Filled
1708,Player 12,Strength Building,2022-03-24,3.0,Not Filled
1709,Player 12,Strength Building,2022-03-25,7.0,Not Filled
1710,Player 12,Strength Building,2022-03-28,7.0,Filled
1711,Player 12,Strength Building,2022-03-29,7.0,Not Filled
1712,Player 12,Strength Building,2022-03-30,6.0,Not Filled
1713,Player 12,Strength Building,2022-03-31,8.0,Not Filled
1714,Player 12,Strength Building,2022-04-01,4.0,Not Filled
1715,Player 12,Strength Building,2022-04-04,6.0,Not Filled
1716,Player 12,Strength Building,2022-04-05,6.0,Filled
1717,Player 12,Strength Building,2022-04-06,6.0,Filled
1718,Player 12,Strength Building,2022-04-07,6.0,Not Filled
1719,Player 12,Strength Building,2022-04-08,7.0,Not Filled
1720,Player 12,Strength Building,2022-04-11,6.0,Not Filled
1721,Player 12,Strength Building,2022-04-12,8.0,Not Filled
1722,Player 12,Strength Building,2022-04-13,3.0,Not Filled
1723,Player 12,Strength Building,2022-04-14,5.0,Not Filled
1724,Player 12,Strength Building,2022-04-15,6.0,Not Filled
1725,Player 12,Strength Building,2022-04-18,5.0,Not Filled
1726,Player 12,Strength Building,2022-04-19,6.0,Not Filled
1727,Player 12,Strength Building,2022-04-20,5.0,Not Filled
1728,Player 12,Strength Building,2022-04-21,10.0,Not Filled
1729,Player 12,Strength Building,2022-04-22,5.0,Not Filled
1730,Player 12,Strength Building,2022-04-25,8.0,Not Filled
1731,Player 12,Strength Building,2022-04-26,8.0,Filled
1732,Player 12,Strength Building,2022-04-27,8.0,Not Filled
1733,Player 12,Strength Building,2022-04-28,5.0,Not Filled
1734,Player 12,Strength Building,2022-04-29,8.0,Not Filled
1735,Player 12,Strength Building,2022-05-02,8.0,Filled
1736,Player 12,Strength Building,2022-05-03,8.0,Filled
1737,Player 12,Strength Building,2022-05-04,7.0,Not Filled
1738,Player 12,Strength Building,2022-05-05,5.0,Not Filled
1739,Player 12,Strength Building,2022-05-06,4.0,Not Filled
1740,Player 12,Strength Building,2022-05-09,4.0,Filled
1741,Player 12,Strength Building,2022-05-10,10.0,Not Filled
1742,Player 12,Strength Building,2022-05-11,6.0,Not Filled
1743,Player 12,Strength Building,2022-05-12,6.0,Filled
1744,Player 12,Strength Building,2022-05-13,6.0,Not Filled
1745,Player 12,Strength Building,2022-05-16,3.0,Not Filled
1746,Player 12,Strength Building,2022-05-17,3.0,Not Filled
1747,Player 12,Strength Building,2022-05-18,3.0,Filled
1748,Player 12,Strength Building,2022-05-19,6.0,Not Filled
1749,Player 12,Strength Building,2022-05-20,6.0,Filled
1750,Player 12,Strength Building,2022-05-23,4.0,Not Filled
1751,Player 12,Strength Building,2022-05-24,9.0,Not Filled
1752,Player 12,Strength Building,2022-05-25,7.0,Not Filled
1753,Player 12,Strength Building,2022-05-26,8.0,Not Filled
1754,Player 12,Strength Building,2022-05-27,3.0,Not Filled
1755,Player 12,Strength Building,2022-05-30,8.0,Not Filled
1756,Player 12,Strength Building,2022-05-31,9.0,Not Filled
1757,Player 12,Strength Building,2022-06-01,9.0,Filled
1758,Player 12,Strength Building,2022-06-02,9.0,Filled
1759,Player 12,Strength Building,2022-06-03,3.0,Not Filled
1760,Player 12,Strength Building,2022-06-06,4.0,Not Filled
1761,Player 12,Strength Building,2022-06-07,4.0,Not Filled
1762,Player 12,Strength Building,2022-06-08,8.0,Not Filled
1763,Player 12,Strength Building,2022-06-09,8.0,Filled
1764,Player 12,Strength Building,2022-06-10,7.0,Not Filled
1765,Player 12,Strength Building,2022-06-13,7.0,Filled
1766,Player 12,Strength Building,2022-06-14,7.0,Filled
1767,Player 12,Strength Building,2022-06-15,9.0,Not Filled
1768,Player 12,Strength Building,2022-06-16,7.0,Not Filled
1769,Player 12,Strength Building,2022-06-17,7.0,Filled
1770,Player 12,Strength Building,2022-06-20,7.0,Filled
1771,Player 12,Strength Building,2022-06-21,10.0,Not Filled
1772,Player 12,Strength Building,2022-06-22,10.0,Filled
1773,Player 12,Strength Building,2022-06-23,10.0,Filled
1774,Player 12,Strength Building,2022-06-24,10.0,Filled
1775,Player 12,Strength Building,2022-06-27,10.0,Filled
1776,Player 12,Strength Building,2022-06-28,10.0,Filled
1777,Player 12,Strength Building,2022-06-29,10.0,Filled
1778,Player 12,Strength Building,2022-06-30,10.0,Filled
1779,Player 12,Strength Building,2022-07-01,10.0,Filled
1780,Player 12,Strength Building,2022-07-04,5.0,Not Filled
1781,Player 12,Strength Building,2022-07-05,5.0,Filled
1782,Player 12,Strength Building,2022-07-06,5.0,Filled
1783,Player 12,Strength Building,2022-07-07,5.0,Filled
1784,Player 12,Strength Building,2022-07-08,7.0,Not Filled
1785,Player 12,Strength Building,2022-07-11,9.0,Not Filled
1786,Player 12,Strength Building,2022-07-12,9.0,Filled
1787,Player 12,Strength Building,2022-07-13,9.0,Filled
1788,Player 12,Strength Building,2022-07-14,10.0,Not Filled
1789,Player 12,Strength Building,2022-07-15,10.0,Filled
1790,Player 12,Strength Building,2022-07-18,3.0,Not Filled
1791,Player 12,Strength Building,2022-07-19,7.0,Not Filled
1792,Player 12,Strength Building,2022-07-20,7.0,Filled
1793,Player 12,Strength Building,2022-07-21,9.0,Not Filled
1794,Player 12,Strength Building,2022-07-22,9.0,Not Filled
1795,Player 12,Strength Building,2022-07-25,9.0,Filled
1796,Player 12,Strength Building,2022-07-26,6.0,Not Filled
1797,Player 12,Strength Building,2022-07-27,9.0,Not Filled
1798,Player 12,Strength Building,2022-07-28,8.0,Not Filled
1799,Player 12,Strength Building,2022-07-29,3.0,Not Filled
1800,Player 13,Agility,2022-01-03,7.0,Not Filled
1801,Player 13,Agility,2022-01-04,7.0,Filled
1802,Player 13,Agility,2022-01-05,7.0,Filled
1803,Player 13,Agility,2022-01-06,9.0,Not Filled
1804,Player 13,Agility,2022-01-07,9.0,Filled
1805,Player 13,Agility,2022-01-10,9.0,Filled
1806,Player 13,Agility,2022-01-11,9.0,Filled
1807,Player 13,Agility,2022-01-12,9.0,Filled
1808,Player 13,Agility,2022-01-13,9.0,Filled
1809,Player 13,Agility,2022-01-14,9.0,Filled
1810,Player 13,Agility,2022-01-17,9.0,Filled
1811,Player 13,Agility,2022-01-18,7.0,Not Filled
1812,Player 13,Agility,2022-01-19,10.0,Not Filled
1813,Player 13,Agility,2022-01-20,4.0,Not Filled
1814,Player 13,Agility,2022-01-21,3.0,Not Filled
1815,Player 13,Agility,2022-01-24,3.0,Filled
1816,Player 13,Agility,2022-01-25,3.0,Not Filled
1817,Player 13,Agility,2022-01-26,3.0,Filled
1818,Player 13,Agility,2022-01-27,3.0,Filled
1819,Player 13,Agility,2022-01-28,6.0,Not Filled
1820,Player 13,Agility,2022-01-31,6.0,Filled
1821,Player 13,Agility,2022-02-01,5.0,Not Filled
1822,Player 13,Agility,2022-02-02,8.0,Not Filled
1823,Player 13,Agility,2022-02-03,4.0,Not Filled
1824,Player 13,Agility,2022-02-04,4.0,Filled
1825,Player 13,Agility,2022-02-07,3.0,Not Filled
1826,Player 13,Agility,2022-02-08,9.0,Not Filled
1827,Player 13,Agility,2022-02-09,5.0,Not Filled
1828,Player 13,Agility,2022-02-10,5.0,Filled
1829,Player 13,Agility,2022-02-11,5.0,Filled
1830,Player 13,Agility,2022-02-14,3.0,Not Filled
1831,Player 13,Agility,2022-02-15,9.0,Not Filled
1832,Player 13,Agility,2022-02-16,3.0,Not Filled
1833,Player 13,Agility,2022-02-17,3.0,Filled
1834,Player 13,Agility,2022-02-18,7.0,Not Filled
1835,Player 13,Agility,2022-02-21,10.0,Not Filled
1836,Player 13,Agility,2022-02-22,5.0,Not Filled
1837,Player 13,Agility,2022-02-23,8.0,Not Filled
1838,Player 13,Agility,2022-02-24,10.0,Not Filled
1839,Player 13,Agility,2022-02-25,10.0,Filled
1840,Player 13,Agility,2022-02-28,6.0,Not Filled
1841,Player 13,Agility,2022-03-01,10.0,Not Filled
1842,Player 13,Agility,2022-03-02,10.0,Filled
1843,Player 13,Agility,2022-03-03,10.0,Filled
1844,Player 13,Agility,2022-03-04,10.0,Filled
1845,Player 13,Agility,2022-03-07,10.0,Not Filled
1846,Player 13,Agility,2022-03-08,10.0,Filled
1847,Player 13,Agility,2022-03-09,7.0,Not Filled
1848,Player 13,Agility,2022-03-10,7.0,Filled
1849,Player 13,Agility,2022-03-11,6.0,Not Filled
1850,Player 13,Agility,2022-03-14,6.0,Filled
1851,Player 13,Agility,2022-03-15,8.0,Not Filled
1852,Player 13,Agility,2022-03-16,9.0,Not Filled
1853,Player 13,Agility,2022-03-17,9.0,Filled
1854,Player 13,Agility,2022-03-18,3.0,Not Filled
1855,Player 13,Agility,2022-03-21,6.0,Not Filled
1856,Player 13,Agility,2022-03-22,6.0,Filled
1857,Player 13,Agility,2022-03-23,5.0,Not Filled
1858,Player 13,Agility,2022-03-24,5.0,Filled
1859,Player 13,Agility,2022-03-25,5.0,Filled
1860,Player 13,Agility,2022-03-28,4.0,Not Filled
1861,Player 13,Agility,2022-03-29,4.0,Filled
1862,Player 13,Agility,2022-03-30,7.0,Not Filled
1863,Player 13,Agility,2022-03-31,7.0,Filled
1864,Player 13,Agility,2022-04-01,7.0,Not Filled
1865,Player 13,Agility,2022-04-04,8.0,Not Filled
1866,Player 13,Agility,2022-04-05,7.0,Not Filled
1867,Player 13,Agility,2022-04-06,6.0,Not Filled
1868,Player 13,Agility,2022-04-07,9.0,Not Filled
1869,Player 13,Agility,2022-04-08,6.0,Not Filled
1870,Player 13,Agility,2022-04-11,8.0,Not Filled
1871,Player 13,Agility,2022-04-12,5.0,Not Filled
1872,Player 13,Agility,2022-04-13,5.0,Filled
1873,Player 13,Agility,2022-04-14,3.0,Not Filled
1874,Player 13,Agility,2022-04-15,5.0,Not Filled
1875,Player 13,Agility,2022-04-18,5.0,Not Filled
1876,Player 13,Agility,2022-04-19,5.0,Filled
1877,Player 13,Agility,2022-04-20,5.0,Filled
1878,Player 13,Agility,2022-04-21,5.0,Not Filled
1879,Player 13,Agility,2022-04-22,10.0,Not Filled
1880,Player 13,Agility,2022-04-25,10.0,Not Filled
1881,Player 13,Agility,2022-04-26,5.0,Not Filled
1882,Player 13,Agility,2022-04-27,5.0,Filled
1883,Player 13,Agility,2022-04-28,6.0,Not Filled
1884,Player 13,Agility,2022-04-29,6.0,Filled
1885,Player 13,Agility,2022-05-02,6.0,Filled
1886,Player 13,Agility,2022-05-03,4.0,Not Filled
1887,Player 13,Agility,2022-05-04,5.0,Not Filled
1888,Player 13,Agility,2022-05-05,5.0,Filled
1889,Player 13,Agility,2022-05-06,10.0,Not Filled
1890,Player 13,Agility,2022-05-09,10.0,Filled
1891,Player 13,Agility,2022-05-10,5.0,Not Filled
1892,Player 13,Agility,2022-05-11,5.0,Not Filled
1893,Player 13,Agility,2022-05-12,7.0,Not Filled
1894,Player 13,Agility,2022-05-13,7.0,Filled
1895,Player 13,Agility,2022-05-16,5.0,Not Filled
1896,Player 13,Agility,2022-05-17,5.0,Filled
1897,Player 13,Agility,2022-05-18,5.0,Not Filled
1898,Player 13,Agility,2022-05-19,5.0,Not Filled
1899,Player 13,Agility,2022-05-20,8.0,Not Filled
1900,Player 13,Agility,2022-05-23,7.0,Not Filled
1901,Player 13,Agility,2022-05-24,7.0,Filled
1902,Player 13,Agility,2022-05-25,10.0,Not Filled
1903,Player 13,Agility,2022-05-26,6.0,Not Filled
1904,Player 13,Agility,2022-05-27,9.0,Not Filled
1905,Player 13,Agility,2022-05-30,8.0,Not Filled
1906,Player 13,Agility,2022-05-31,10.0,Not Filled
1907,Player 13,Agility,2022-06-01,4.0,Not Filled
1908,Player 13,Agility,2022-06-02,3.0,Not Filled
1909,Player 13,Agility,2022-06-03,7.0,Not Filled
1910,Player 13,Agility,2022-06-06,10.0,Not Filled
1911,Player 13,Agility,2022-06-07,7.0,Not Filled
1912,Player 13,Agility,2022-06-08,5.0,Not Filled
1913,Player 13,Agility,2022-06-09,3.0,Not Filled
1914,Player 13,Agility,2022-06-10,3.0,Filled
1915,Player 13,Agility,2022-06-13,5.0,Not Filled
1916,Player 13,Agility,2022-06-14,5.0,Not Filled
1917,Player 13,Agility,2022-06-15,9.0,Not Filled
1918,Player 13,Agility,2022-06-16,8.0,Not Filled
1919,Player 13,Agility,2022-06-17,9.0,Not Filled
1920,Player 13,Agility,2022-06-20,3.0,Not Filled
1921,Player 13,Agility,2022-06-21,3.0,Filled
1922,Player 13,Agility,2022-06-22,8.0,Not Filled
1923,Player 13,Agility,2022-06-23,4.0,Not Filled
1924,Player 13,Agility,2022-06-24,9.0,Not Filled
1925,Player 13,Agility,2022-06-27,4.0,Not Filled
1926,Player 13,Agility,2022-06-28,9.0,Not Filled
1927,Player 13,Agility,2022-06-29,9.0,Filled
1928,Player 13,Agility,2022-06-30,4.0,Not Filled
1929,Player 13,Agility,2022-07-01,9.0,Not Filled
1930,Player 13,Agility,2022-07-04,9.0,Filled
1931,Player 13,Agility,2022-07-05,9.0,Filled
1932,Player 13,Agility,2022-07-06,9.0,Filled
1933,Player 13,Agility,2022-07-07,9.0,Filled
1934,Player 13,Agility,2022-07-08,5.0,Not Filled
1935,Player 13,Agility,2022-07-11,7.0,Not Filled
1936,Player 13,Agility,2022-07-12,8.0,Not Filled
1937,Player 13,Agility,2022-07-13,7.0,Not Filled
1938,Player 13,Agility,2022-07-14,6.0,Not Filled
1939,Player 13,Agility,2022-07-15,6.0,Filled
1940,Player 13,Agility,2022-07-18,8.0,Not Filled
1941,Player 13,Agility,2022-07-19,10.0,Not Filled
1942,Player 13,Agility,2022-07-20,5.0,Not Filled
1943,Player 13,Agility,2022-07-21,6.0,Not Filled
1944,Player 13,Agility,2022-07-22,6.0,Filled
1945,Player 13,Agility,2022-07-25,4.0,Not Filled
1946,Player 13,Agility,2022-07-26,7.0,Not Filled
1947,Player 13,Agility,2022-07-27,9.0,Not Filled
1948,Player 13,Agility,2022-07-28,3.0,Not Filled
1949,Player 13,Agility,2022-07-29,3.0,Filled
1950,Player 13,Cardio,2022-01-03,6.0,Not Filled
1951,Player 13,Cardio,2022-01-04,6.0,Not Filled
1952,Player 13,Cardio,2022-01-05,6.0,Filled
1953,Player 13,Cardio,2022-01-06,6.0,Not Filled
1954,Player 13,Cardio,2022-01-07,5.0,Not Filled
1955,Player 13,Cardio,2022-01-10,5.0,Filled
1956,Player 13,Cardio,2022-01-11,5.0,Filled
1957,Player 13,Cardio,2022-01-12,5.0,Filled
1958,Player 13,Cardio,2022-01-13,5.0,Filled
1959,Player 13,Cardio,2022-01-14,7.0,Not Filled
1960,Player 13,Cardio,2022-01-17,5.0,Not Filled
1961,Player 13,Cardio,2022-01-18,3.0,Not Filled
1962,Player 13,Cardio,2022-01-19,4.0,Not Filled
1963,Player 13,Cardio,2022-01-20,4.0,Filled
1964,Player 13,Cardio,2022-01-21,4.0,Filled
1965,Player 13,Cardio,2022-01-24,4.0,Filled
1966,Player 13,Cardio,2022-01-25,7.0,Not Filled
1967,Player 13,Cardio,2022-01-26,10.0,Not Filled
1968,Player 13,Cardio,2022-01-27,9.0,Not Filled
1969,Player 13,Cardio,2022-01-28,9.0,Filled
1970,Player 13,Cardio,2022-01-31,7.0,Not Filled
1971,Player 13,Cardio,2022-02-01,6.0,Not Filled
1972,Player 13,Cardio,2022-02-02,3.0,Not Filled
1973,Player 13,Cardio,2022-02-03,9.0,Not Filled
1974,Player 13,Cardio,2022-02-04,9.0,Filled
1975,Player 13,Cardio,2022-02-07,7.0,Not Filled
1976,Player 13,Cardio,2022-02-08,10.0,Not Filled
1977,Player 13,Cardio,2022-02-09,9.0,Not Filled
1978,Player 13,Cardio,2022-02-10,8.0,Not Filled
1979,Player 13,Cardio,2022-02-11,8.0,Filled
1980,Player 13,Cardio,2022-02-14,3.0,Not Filled
1981,Player 13,Cardio,2022-02-15,3.0,Filled
1982,Player 13,Cardio,2022-02-16,3.0,Filled
1983,Player 13,Cardio,2022-02-17,3.0,Filled
1984,Player 13,Cardio,2022-02-18,9.0,Not Filled
1985,Player 13,Cardio,2022-02-21,4.0,Not Filled
1986,Player 13,Cardio,2022-02-22,4.0,Filled
1987,Player 13,Cardio,2022-02-23,3.0,Not Filled
1988,Player 13,Cardio,2022-02-24,6.0,Not Filled
1989,Player 13,Cardio,2022-02-25,6.0,Filled
1990,Player 13,Cardio,2022-02-28,3.0,Not Filled
1991,Player 13,Cardio,2022-03-01,8.0,Not Filled
1992,Player 13,Cardio,2022-03-02,8.0,Filled
1993,Player 13,Cardio,2022-03-03,8.0,Filled
1994,Player 13,Cardio,2022-03-04,3.0,Not Filled
1995,Player 13,Cardio,2022-03-07,4.0,Not Filled
1996,Player 13,Cardio,2022-03-08,10.0,Not Filled
1997,Player 13,Cardio,2022-03-09,4.0,Not Filled
1998,Player 13,Cardio,2022-03-10,10.0,Not Filled
1999,Player 13,Cardio,2022-03-11,3.0,Not Filled
2000,Player 13,Cardio,2022-03-14,4.0,Not Filled
2001,Player 13,Cardio,2022-03-15,4.0,Filled
2002,Player 13,Cardio,2022-03-16,4.0,Not Filled
2003,Player 13,Cardio,2022-03-17,9.0,Not Filled
2004,Player 13,Cardio,2022-03-18,9.0,Filled
2005,Player 13,Cardio,2022-03-21,5.0,Not Filled
2006,Player 13,Cardio,2022-03-22,8.0,Not Filled
2007,Player 13,Cardio,2022-03-23,8.0,Filled
2008,Player 13,Cardio,2022-03-24,8.0,Filled
2009,Player 13,Cardio,2022-03-25,8.0,Filled
2010,Player 13,Cardio,2022-03-28,4.0,Not Filled
2011,Player 13,Cardio,2022-03-29,10.0,Not Filled
2012,Player 13,Cardio,2022-03-30,10.0,Filled
2013,Player 13,Cardio,2022-03-31,5.0,Not Filled
2014,Player 13,Cardio,2022-04-01,5.0,Filled
2015,Player 13,Cardio,2022-04-04,6.0,Not Filled
2016,Player 13,Cardio,2022-04-05,7.0,Not Filled
2017,Player 13,Cardio,2022-04-06,7.0,Not Filled
2018,Player 13,Cardio,2022-04-07,7.0,Filled
2019,Player 13,Cardio,2022-04-08,7.0,Not Filled
2020,Player 13,Cardio,2022-04-11,10.0,Not Filled
2021,Player 13,Cardio,2022-04-12,10.0,Not Filled
2022,Player 13,Cardio,2022-04-13,6.0,Not Filled
2023,Player 13,Cardio,2022-04-14,5.0,Not Filled
2024,Player 13,Cardio,2022-04-15,9.0,Not Filled
2025,Player 13,Cardio,2022-04-18,4.0,Not Filled
2026,Player 13,Cardio,2022-04-19,4.0,Filled
2027,Player 13,Cardio,2022-04-20,6.0,Not Filled
2028,Player 13,Cardio,2022-04-21,6.0,Filled
2029,Player 13,Cardio,2022-04-22,5.0,Not Filled
2030,Player 13,Cardio,2022-04-25,7.0,Not Filled
2031,Player 13,Cardio,2022-04-26,3.0,Not Filled
2032,Player 13,Cardio,2022-04-27,3.0,Filled
2033,Player 13,Cardio,2022-04-28,3.0,Filled
2034,Player 13,Cardio,2022-04-29,3.0,Filled
2035,Player 13,Cardio,2022-05-02,5.0,Not Filled
2036,Player 13,Cardio,2022-05-03,8.0,Not Filled
2037,Player 13,Cardio,2022-05-04,8.0,Filled
2038,Player 13,Cardio,2022-05-05,8.0,Filled
2039,Player 13,Cardio,2022-05-06,4.0,Not Filled
2040,Player 13,Cardio,2022-05-09,7.0,Not Filled
2041,Player 13,Cardio,2022-05-10,7.0,Filled
2042,Player 13,Cardio,2022-05-11,7.0,Filled
2043,Player 13,Cardio,2022-05-12,7.0,Filled
2044,Player 13,Cardio,2022-05-13,4.0,Not Filled
2045,Player 13,Cardio,2022-05-16,4.0,Not Filled
2046,Player 13,Cardio,2022-05-17,4.0,Filled
2047,Player 13,Cardio,2022-05-18,4.0,Filled
2048,Player 13,Cardio,2022-05-19,7.0,Not Filled
2049,Player 13,Cardio,2022-05-20,4.0,Not Filled
2050,Player 13,Cardio,2022-05-23,4.0,Filled
2051,Player 13,Cardio,2022-05-24,4.0,Not Filled
2052,Player 13,Cardio,2022-05-25,10.0,Not Filled
2053,Player 13,Cardio,2022-05-26,10.0,Not Filled
2054,Player 13,Cardio,2022-05-27,10.0,Filled
2055,Player 13,Cardio,2022-05-30,10.0,Filled
2056,Player 13,Cardio,2022-05-31,10.0,Filled
2057,Player 13,Cardio,2022-06-01,10.0,Filled
2058,Player 13,Cardio,2022-06-02,6.0,Not Filled
2059,Player 13,Cardio,2022-06-03,9.0,Not Filled
2060,Player 13,Cardio,2022-06-06,8.0,Not Filled
2061,Player 13,Cardio,2022-06-07,10.0,Not Filled
2062,Player 13,Cardio,2022-06-08,9.0,Not Filled
2063,Player 13,Cardio,2022-06-09,9.0,Filled
2064,Player 13,Cardio,2022-06-10,9.0,Filled
2065,Player 13,Cardio,2022-06-13,9.0,Filled
2066,Player 13,Cardio,2022-06-14,4.0,Not Filled
2067,Player 13,Cardio,2022-06-15,8.0,Not Filled
2068,Player 13,Cardio,2022-06-16,8.0,Filled
2069,Player 13,Cardio,2022-06-17,7.0,Not Filled
2070,Player 13,Cardio,2022-06-20,10.0,Not Filled
2071,Player 13,Cardio,2022-06-21,10.0,Filled
2072,Player 13,Cardio,2022-06-22,3.0,Not Filled
2073,Player 13,Cardio,2022-06-23,3.0,Filled
2074,Player 13,Cardio,2022-06-24,3.0,Filled
2075,Player 13,Cardio,2022-06-27,6.0,Not Filled
2076,Player 13,Cardio,2022-06-28,7.0,Not Filled
2077,Player 13,Cardio,2022-06-29,7.0,Filled
2078,Player 13,Cardio,2022-06-30,10.0,Not Filled
2079,Player 13,Cardio,2022-07-01,4.0,Not Filled
2080,Player 13,Cardio,2022-07-04,8.0,Not Filled
2081,Player 13,Cardio,2022-07-05,8.0,Filled
2082,Player 13,Cardio,2022-07-06,8.0,Not Filled
2083,Player 13,Cardio,2022-07-07,8.0,Filled
2084,Player 13,Cardio,2022-07-08,5.0,Not Filled
2085,Player 13,Cardio,2022-07-11,5.0,Not Filled
2086,Player 13,Cardio,2022-07-12,5.0,Filled
2087,Player 13,Cardio,2022-07-13,3.0,Not Filled
2088,Player 13,Cardio,2022-07-14,3.0,Filled
2089,Player 13,Cardio,2022-07-15,3.0,Not Filled
2090,Player 13,Cardio,2022-07-18,3.0,Filled
2091,Player 13,Cardio,2022-07-19,3.0,Filled
2092,Player 13,Cardio,2022-07-20,3.0,Filled
2093,Player 13,Cardio,2022-07-21,6.0,Not Filled
2094,Player 13,Cardio,2022-07-22,10.0,Not Filled
2095,Player 13,Cardio,2022-07-25,5.0,Not Filled
2096,Player 13,Cardio,2022-07-26,5.0,Not Filled
2097,Player 13,Cardio,2022-07-27,4.0,Not Filled
2098,Player 13,Cardio,2022-07-28,4.0,Not Filled
2099,Player 13,Cardio,2022-07-29,4.0,Filled
2100,Player 13,Strength Building,2022-01-03,9.0,Not Filled
2101,Player 13,Strength Building,2022-01-04,9.0,Not Filled
2102,Player 13,Strength Building,2022-01-05,7.0,Not Filled
2103,Player 13,Strength Building,2022-01-06,3.0,Not Filled
2104,Player 13,Strength Building,2022-01-07,3.0,Not Filled
2105,Player 13,Strength Building,2022-01-10,3.0,Filled
2106,Player 13,Strength Building,2022-01-11,3.0,Not Filled
2107,Player 13,Strength Building,2022-01-12,3.0,Not Filled
2108,Player 13,Strength Building,2022-01-13,3.0,Not Filled
2109,Player 13,Strength Building,2022-01-14,3.0,Not Filled
2110,Player 13,Strength Building,2022-01-17,6.0,Not Filled
2111,Player 13,Strength Building,2022-01-18,9.0,Not Filled
2112,Player 13,Strength Building,2022-01-19,3.0,Not Filled
2113,Player 13,Strength Building,2022-01-20,3.0,Filled
2114,Player 13,Strength Building,2022-01-21,3.0,Filled
2115,Player 13,Strength Building,2022-01-24,10.0,Not Filled
2116,Player 13,Strength Building,2022-01-25,10.0,Filled
2117,Player 13,Strength Building,2022-01-26,10.0,Filled
2118,Player 13,Strength Building,2022-01-27,10.0,Not Filled
2119,Player 13,Strength Building,2022-01-28,10.0,Filled
2120,Player 13,Strength Building,2022-01-31,4.0,Not Filled
2121,Player 13,Strength Building,2022-02-01,4.0,Not Filled
2122,Player 13,Strength Building,2022-02-02,9.0,Not Filled
2123,Player 13,Strength Building,2022-02-03,8.0,Not Filled
2124,Player 13,Strength Building,2022-02-04,3.0,Not Filled
2125,Player 13,Strength Building,2022-02-07,3.0,Filled
2126,Player 13,Strength Building,2022-02-08,3.0,Not Filled
2127,Player 13,Strength Building,2022-02-09,3.0,Filled
2128,Player 13,Strength Building,2022-02-10,5.0,Not Filled
2129,Player 13,Strength Building,2022-02-11,7.0,Not Filled
2130,Player 13,Strength Building,2022-02-14,7.0,Filled
2131,Player 13,Strength Building,2022-02-15,10.0,Not Filled
2132,Player 13,Strength Building,2022-02-16,6.0,Not Filled
2133,Player 13,Strength Building,2022-02-17,5.0,Not Filled
2134,Player 13,Strength Building,2022-02-18,4.0,Not Filled
2135,Player 13,Strength Building,2022-02-21,3.0,Not Filled
2136,Player 13,Strength Building,2022-02-22,5.0,Not Filled
2137,Player 13,Strength Building,2022-02-23,5.0,Filled
2138,Player 13,Strength Building,2022-02-24,5.0,Filled
2139,Player 13,Strength Building,2022-02-25,3.0,Not Filled
2140,Player 13,Strength Building,2022-02-28,3.0,Filled
2141,Player 13,Strength Building,2022-03-01,9.0,Not Filled
2142,Player 13,Strength Building,2022-03-02,9.0,Filled
2143,Player 13,Strength Building,2022-03-03,3.0,Not Filled
2144,Player 13,Strength Building,2022-03-04,5.0,Not Filled
2145,Player 13,Strength Building,2022-03-07,3.0,Not Filled
2146,Player 13,Strength Building,2022-03-08,6.0,Not Filled
2147,Player 13,Strength Building,2022-03-09,4.0,Not Filled
2148,Player 13,Strength Building,2022-03-10,6.0,Not Filled
2149,Player 13,Strength Building,2022-03-11,8.0,Not Filled
