,player,date,session,score
2921,Player 9,2021-09-13,Agility,3.0
2922,Player 9,2021-09-14,Agility,6.0
2923,Player 9,2021-09-15,Agility,6.0
2924,Player 9,2021-09-16,Agility,9.0
2925,Player 9,2021-09-21,Agility,9.0
2926,Player 9,2021-09-22,Agility,8.0
2927,Player 9,2021-09-24,Agility,9.0
2928,Player 9,2021-09-27,Agility,9.0
2929,Player 9,2021-09-30,Agility,9.0
2930,Player 9,2021-10-01,Agility,9.0
2931,Player 9,2021-10-06,Agility,9.0
2932,Player 9,2021-10-08,Agility,3.0
2933,Player 9,2021-10-13,Agility,5.0
2934,Player 9,2021-10-15,Agility,5.0
2935,Player 9,2021-10-20,Agility,7.0
2936,Player 9,2021-10-21,Agility,3.0
2937,Player 9,2021-10-22,Agility,6.0
2938,Player 9,2021-10-28,Agility,3.0
2939,Player 9,2021-10-29,Agility,5.0
2940,Player 9,2021-11-04,Agility,10.0
2941,Player 9,2021-11-05,Agility,10.0
2942,Player 9,2021-11-10,Agility,8.0
2943,Player 9,2021-11-11,Agility,8.0
2944,Player 9,2021-11-12,Agility,8.0
2945,Player 9,2021-11-18,Agility,8.0
2946,Player 9,2021-11-19,Agility,4.0
2947,Player 9,2021-11-25,Agility,4.0
2948,Player 9,2021-12-01,Agility,10.0
2949,Player 9,2021-12-02,Agility,10.0
2950,Player 9,2021-12-08,Agility,10.0
2951,Player 9,2021-12-09,Agility,9.0
2952,Player 9,2021-12-10,Agility,7.0
2953,Player 9,2021-12-15,Agility,10.0
2954,Player 9,2021-12-17,Agility,6.0
2955,Player 9,2021-12-22,Agility,6.0
2956,Player 9,2021-12-23,Agility,4.0
2957,Player 9,2021-12-24,Agility,4.0
2958,Player 9,2021-12-29,Agility,4.0
2959,Player 9,2021-12-30,Agility,7.0
2960,Player 9,2021-12-31,Agility,7.0
2961,Player 9,2022-01-03,Agility,6.0
2962,Player 9,2022-01-04,Agility,6.0
2963,Player 9,2022-01-05,Agility,6.0
2964,Player 9,2022-01-06,Agility,8.0
2965,Player 9,2022-01-07,Agility,3.0
2966,Player 9,2022-01-10,Agility,6.0
2967,Player 9,2022-01-11,Agility,6.0
2968,Player 9,2022-01-12,Agility,4.0
2969,Player 9,2022-01-14,Agility,7.0
2970,Player 9,2022-01-17,Agility,10.0
2971,Player 9,2022-01-18,Agility,9.0
2972,Player 9,2022-01-19,Agility,4.0
2973,Player 9,2022-01-20,Agility,7.0
2974,Player 9,2022-01-21,Agility,6.0
2975,Player 9,2022-01-24,Agility,10.0
2976,Player 9,2022-01-25,Agility,3.0
2977,Player 9,2022-01-26,Agility,9.0
2978,Player 9,2022-01-27,Agility,9.0
2979,Player 9,2022-01-28,Agility,3.0
2980,Player 9,2022-01-31,Agility,6.0
2981,Player 9,2022-02-01,Agility,6.0
2982,Player 9,2022-02-02,Agility,4.0
2983,Player 9,2022-02-03,Agility,8.0
2984,Player 9,2022-02-04,Agility,8.0
2985,Player 9,2022-02-07,Agility,8.0
2986,Player 9,2022-02-08,Agility,10.0
2987,Player 9,2022-02-09,Agility,10.0
2988,Player 9,2022-02-10,Agility,10.0
2989,Player 9,2022-02-11,Agility,3.0
2990,Player 9,2022-02-14,Agility,3.0
2991,Player 9,2022-02-15,Agility,6.0
2992,Player 9,2022-02-16,Agility,6.0
2993,Player 9,2022-02-17,Agility,9.0
2994,Player 9,2022-02-18,Agility,9.0
2995,Player 9,2022-02-21,Agility,9.0
2996,Player 9,2022-02-22,Agility,8.0
2997,Player 9,2022-02-23,Agility,8.0
2998,Player 9,2022-02-24,Agility,8.0
2999,Player 9,2022-02-25,Agility,9.0
3000,Player 9,2022-02-28,Agility,9.0
3001,Player 9,2022-03-01,Agility,9.0
3002,Player 9,2022-03-02,Agility,7.0
3003,Player 9,2022-03-03,Agility,10.0
3004,Player 9,2022-03-04,Agility,10.0
3005,Player 9,2022-03-07,Agility,3.0
3006,Player 9,2022-03-09,Agility,3.0
3007,Player 9,2022-03-10,Agility,6.0
3008,Player 9,2022-03-11,Agility,10.0
3009,Player 9,2022-03-14,Agility,5.0
3010,Player 9,2022-03-15,Agility,5.0
3011,Player 9,2022-03-16,Agility,8.0
3012,Player 9,2022-03-17,Agility,8.0
3013,Player 9,2022-03-18,Agility,8.0
3014,Player 9,2022-03-21,Agility,7.0
3015,Player 9,2022-03-22,Agility,3.0
3016,Player 9,2022-03-23,Agility,6.0
3017,Player 9,2022-03-24,Agility,6.0
3018,Player 9,2022-03-25,Agility,3.0
3019,Player 9,2022-03-29,Agility,3.0
3020,Player 9,2022-03-30,Agility,5.0
3021,Player 9,2022-03-31,Agility,7.0
3022,Player 9,2022-04-01,Agility,6.0
3023,Player 9,2022-04-04,Agility,6.0
3024,Player 9,2022-04-05,Agility,10.0
3025,Player 9,2022-04-06,Agility,10.0
3026,Player 9,2022-04-07,Agility,9.0
3027,Player 9,2022-04-08,Agility,5.0
3028,Player 9,2022-04-11,Agility,8.0
3029,Player 9,2022-04-12,Agility,8.0
3030,Player 9,2022-04-13,Agility,8.0
3031,Player 9,2022-04-15,Agility,5.0
3032,Player 9,2022-04-19,Agility,6.0
3033,Player 9,2022-04-20,Agility,4.0
3034,Player 9,2022-04-21,Agility,5.0
3035,Player 9,2022-04-22,Agility,3.0
3036,Player 9,2022-04-25,Agility,3.0
3037,Player 9,2022-04-26,Agility,5.0
3038,Player 9,2022-04-27,Agility,5.0
3039,Player 9,2022-04-28,Agility,9.0
3040,Player 9,2022-04-29,Agility,9.0
3041,Player 9,2022-05-02,Agility,10.0
3042,Player 9,2022-05-03,Agility,10.0
3043,Player 9,2022-05-04,Agility,9.0
3044,Player 9,2022-05-05,Agility,9.0
3045,Player 9,2022-05-06,Agility,3.0
3046,Player 9,2022-05-09,Agility,3.0
3047,Player 9,2022-05-10,Agility,9.0
3048,Player 9,2022-05-11,Agility,7.0
3049,Player 9,2022-05-12,Agility,10.0
3050,Player 9,2022-05-13,Agility,10.0
3051,Player 9,2022-05-16,Agility,10.0
3052,Player 9,2022-05-18,Agility,6.0
3053,Player 9,2022-05-19,Agility,6.0
3054,Player 9,2022-05-20,Agility,10.0
3055,Player 9,2022-05-23,Agility,10.0
3056,Player 9,2022-05-24,Agility,4.0
3057,Player 9,2022-05-25,Agility,4.0
3058,Player 9,2022-05-26,Agility,4.0
3059,Player 9,2022-05-27,Agility,4.0
3060,Player 9,2022-05-30,Agility,8.0
3061,Player 9,2022-05-31,Agility,7.0
3062,Player 9,2022-06-01,Agility,7.0
3063,Player 9,2022-06-02,Agility,4.0
3064,Player 9,2022-06-03,Agility,8.0
3065,Player 9,2022-06-07,Agility,9.0
3066,Player 9,2022-06-08,Agility,9.0
3067,Player 9,2022-06-10,Agility,7.0
3068,Player 9,2022-06-13,Agility,7.0
3069,Player 9,2022-06-14,Agility,3.0
3070,Player 9,2022-06-15,Agility,8.0
3071,Player 9,2022-06-16,Agility,8.0
3072,Player 9,2022-06-17,Agility,9.0
3073,Player 9,2022-06-20,Agility,3.0
3074,Player 9,2022-06-21,Agility,6.0
3075,Player 9,2022-06-22,Agility,6.0
3076,Player 9,2022-06-23,Agility,6.0
3077,Player 9,2022-06-24,Agility,6.0
3078,Player 9,2022-06-27,Agility,10.0
3079,Player 9,2022-06-28,Agility,7.0
3080,Player 9,2022-06-29,Agility,9.0
3081,Player 9,2022-06-30,Agility,4.0
3082,Player 9,2022-07-01,Agility,4.0
3083,Player 9,2022-07-04,Agility,5.0
3084,Player 9,2022-07-05,Agility,5.0
3085,Player 9,2022-07-06,Agility,8.0
3086,Player 9,2022-07-07,Agility,5.0
3087,Player 9,2022-07-08,Agility,10.0
3088,Player 9,2022-07-11,Agility,10.0
3089,Player 9,2022-07-12,Agility,10.0
3090,Player 9,2022-07-13,Agility,8.0
3091,Player 9,2022-07-14,Agility,5.0
3092,Player 9,2022-07-15,Agility,5.0
3093,Player 9,2022-07-18,Agility,5.0
3094,Player 9,2022-07-19,Agility,5.0
3095,Player 9,2022-07-20,Agility,7.0
3096,Player 9,2022-07-22,Agility,7.0
3097,Player 9,2022-07-25,Agility,7.0
3098,Player 9,2022-07-26,Agility,7.0
3099,Player 9,2022-07-27,Agility,7.0
3100,Player 9,2022-07-28,Agility,10.0
3101,Player 9,2022-07-29,Agility,10.0
3102,Player 1,2021-08-02,Cardio,0.0
3103,Player 1,2021-08-03,Cardio,0.0
3104,Player 1,2021-08-05,Cardio,10.0
3105,Player 1,2021-08-06,Cardio,7.0
3106,Player 1,2021-08-09,Cardio,3.0
3107,Player 1,2021-08-10,Cardio,3.0
3108,Player 1,2021-08-16,Cardio,3.0
3109,Player 1,2021-08-17,Cardio,8.0
3110,Player 1,2021-08-19,Cardio,6.0
3111,Player 1,2021-08-20,Cardio,6.0
3112,Player 1,2021-08-23,Cardio,3.0
3113,Player 1,2021-08-25,Cardio,3.0
3114,Player 1,2021-08-27,Cardio,3.0
3115,Player 1,2021-08-30,Cardio,8.0
3116,Player 1,2021-08-31,Cardio,8.0
3117,Player 1,2021-09-01,Cardio,8.0
3118,Player 1,2021-09-02,Cardio,10.0
3119,Player 1,2021-09-03,Cardio,8.0
3120,Player 1,2021-09-06,Cardio,8.0
3121,Player 1,2021-09-08,Cardio,8.0
3122,Player 1,2021-09-09,Cardio,8.0
3123,Player 1,2021-09-10,Cardio,9.0
3124,Player 1,2021-09-13,Cardio,9.0
3125,Player 1,2021-09-14,Cardio,8.0
3126,Player 1,2021-09-15,Cardio,8.0
3127,Player 1,2021-09-16,Cardio,8.0
3128,Player 1,2021-09-20,Cardio,6.0
3129,Player 1,2021-09-21,Cardio,6.0
3130,Player 1,2021-09-23,Cardio,5.0
3131,Player 1,2021-09-24,Cardio,3.0
3132,Player 1,2021-09-30,Cardio,3.0
3133,Player 1,2021-10-01,Cardio,3.0
3134,Player 1,2021-10-07,Cardio,3.0
3135,Player 1,2021-10-08,Cardio,3.0
3136,Player 1,2021-10-13,Cardio,3.0
3137,Player 1,2021-10-14,Cardio,3.0
3138,Player 1,2021-10-15,Cardio,3.0
3139,Player 1,2021-10-20,Cardio,3.0
3140,Player 1,2021-10-22,Cardio,3.0
3141,Player 1,2021-10-27,Cardio,3.0
3142,Player 1,2021-10-28,Cardio,8.0
3143,Player 1,2021-10-29,Cardio,3.0
3144,Player 1,2021-11-03,Cardio,8.0
3145,Player 1,2021-11-04,Cardio,4.0
3146,Player 1,2021-11-05,Cardio,9.0
3147,Player 1,2021-11-18,Cardio,9.0
3148,Player 1,2021-11-19,Cardio,6.0
3149,Player 1,2021-11-25,Cardio,6.0
3150,Player 1,2021-11-26,Cardio,6.0
3151,Player 1,2021-12-03,Cardio,6.0
3152,Player 1,2021-12-08,Cardio,7.0
3153,Player 1,2021-12-09,Cardio,7.0
3154,Player 1,2021-12-15,Cardio,10.0
3155,Player 1,2021-12-22,Cardio,10.0
3156,Player 1,2021-12-23,Cardio,7.0
3157,Player 1,2021-12-24,Cardio,7.0
3158,Player 1,2021-12-29,Cardio,7.0
3159,Player 1,2021-12-30,Cardio,10.0
3160,Player 1,2021-12-31,Cardio,3.0
3161,Player 1,2022-01-03,Cardio,3.0
3162,Player 1,2022-01-04,Cardio,10.0
3163,Player 1,2022-01-05,Cardio,10.0
3164,Player 1,2022-01-06,Cardio,10.0
3165,Player 1,2022-01-07,Cardio,7.0
3166,Player 1,2022-01-10,Cardio,3.0
3167,Player 1,2022-01-11,Cardio,7.0
3168,Player 1,2022-01-12,Cardio,7.0
3169,Player 1,2022-01-14,Cardio,7.0
3170,Player 1,2022-01-17,Cardio,8.0
3171,Player 1,2022-01-18,Cardio,8.0
3172,Player 1,2022-01-19,Cardio,8.0
3173,Player 1,2022-01-20,Cardio,6.0
3174,Player 1,2022-01-21,Cardio,6.0
3175,Player 1,2022-01-24,Cardio,3.0
3176,Player 1,2022-01-25,Cardio,3.0
3177,Player 1,2022-01-26,Cardio,4.0
3178,Player 1,2022-01-27,Cardio,4.0
3179,Player 1,2022-01-28,Cardio,4.0
3180,Player 1,2022-01-31,Cardio,8.0
3181,Player 1,2022-02-01,Cardio,8.0
3182,Player 1,2022-02-02,Cardio,6.0
3183,Player 1,2022-02-03,Cardio,10.0
3184,Player 1,2022-02-04,Cardio,8.0
3185,Player 1,2022-02-07,Cardio,8.0
3186,Player 1,2022-02-08,Cardio,8.0
3187,Player 1,2022-02-09,Cardio,7.0
3188,Player 1,2022-02-10,Cardio,9.0
3189,Player 1,2022-02-11,Cardio,9.0
3190,Player 1,2022-02-14,Cardio,7.0
3191,Player 1,2022-02-15,Cardio,8.0
3192,Player 1,2022-02-16,Cardio,8.0
3193,Player 1,2022-02-17,Cardio,8.0
3194,Player 1,2022-02-18,Cardio,10.0
3195,Player 1,2022-02-21,Cardio,6.0
3196,Player 1,2022-02-22,Cardio,6.0
3197,Player 1,2022-02-23,Cardio,9.0
3198,Player 1,2022-02-24,Cardio,5.0
3199,Player 1,2022-02-25,Cardio,3.0
3200,Player 1,2022-02-28,Cardio,3.0
3201,Player 1,2022-03-01,Cardio,5.0
3202,Player 1,2022-03-02,Cardio,5.0
3203,Player 1,2022-03-03,Cardio,3.0
3204,Player 1,2022-03-04,Cardio,3.0
3205,Player 1,2022-03-07,Cardio,3.0
3206,Player 1,2022-03-08,Cardio,3.0
3207,Player 1,2022-03-09,Cardio,8.0
3208,Player 1,2022-03-10,Cardio,8.0
3209,Player 1,2022-03-11,Cardio,9.0
3210,Player 1,2022-03-14,Cardio,9.0
3211,Player 1,2022-03-15,Cardio,5.0
3212,Player 1,2022-03-16,Cardio,5.0
3213,Player 1,2022-03-17,Cardio,9.0
3214,Player 1,2022-03-18,Cardio,10.0
3215,Player 1,2022-03-21,Cardio,3.0
3216,Player 1,2022-03-22,Cardio,3.0
3217,Player 1,2022-03-23,Cardio,3.0
3218,Player 1,2022-03-24,Cardio,3.0
3219,Player 1,2022-03-25,Cardio,3.0
3220,Player 1,2022-03-28,Cardio,5.0
3221,Player 1,2022-03-29,Cardio,8.0
3222,Player 1,2022-03-30,Cardio,3.0
3223,Player 1,2022-03-31,Cardio,6.0
3224,Player 1,2022-04-01,Cardio,7.0
3225,Player 1,2022-04-04,Cardio,8.0
3226,Player 1,2022-04-05,Cardio,4.0
3227,Player 1,2022-04-06,Cardio,9.0
3228,Player 1,2022-04-07,Cardio,10.0
3229,Player 1,2022-04-08,Cardio,5.0
3230,Player 1,2022-04-14,Cardio,5.0
3231,Player 1,2022-04-15,Cardio,3.0
3232,Player 1,2022-04-18,Cardio,3.0
3233,Player 1,2022-04-19,Cardio,3.0
3234,Player 1,2022-04-20,Cardio,6.0
3235,Player 1,2022-04-21,Cardio,6.0
3236,Player 1,2022-04-22,Cardio,3.0
3237,Player 1,2022-04-25,Cardio,4.0
3238,Player 1,2022-04-26,Cardio,4.0
3239,Player 1,2022-04-27,Cardio,4.0
3240,Player 1,2022-04-28,Cardio,4.0
3241,Player 1,2022-04-29,Cardio,9.0
3242,Player 1,2022-05-03,Cardio,6.0
3243,Player 1,2022-05-04,Cardio,6.0
3244,Player 1,2022-05-05,Cardio,6.0
3245,Player 1,2022-05-06,Cardio,7.0
3246,Player 1,2022-05-09,Cardio,7.0
3247,Player 1,2022-05-10,Cardio,7.0
3248,Player 1,2022-05-12,Cardio,8.0
3249,Player 1,2022-05-13,Cardio,9.0
3250,Player 1,2022-05-16,Cardio,10.0
3251,Player 1,2022-05-17,Cardio,3.0
3252,Player 1,2022-05-18,Cardio,3.0
3253,Player 1,2022-05-19,Cardio,3.0
3254,Player 1,2022-05-20,Cardio,4.0
3255,Player 1,2022-05-23,Cardio,9.0
3256,Player 1,2022-05-24,Cardio,7.0
3257,Player 1,2022-05-25,Cardio,7.0
3258,Player 1,2022-05-26,Cardio,8.0
3259,Player 1,2022-05-27,Cardio,8.0
3260,Player 1,2022-05-30,Cardio,8.0
3261,Player 1,2022-05-31,Cardio,10.0
3262,Player 1,2022-06-01,Cardio,3.0
3263,Player 1,2022-06-02,Cardio,6.0
3264,Player 1,2022-06-03,Cardio,3.0
3265,Player 1,2022-06-06,Cardio,6.0
3266,Player 1,2022-06-07,Cardio,4.0
3267,Player 1,2022-06-08,Cardio,10.0
3268,Player 1,2022-06-09,Cardio,4.0
3269,Player 1,2022-06-10,Cardio,4.0
3270,Player 1,2022-06-13,Cardio,9.0
3271,Player 1,2022-06-14,Cardio,6.0
3272,Player 1,2022-06-16,Cardio,6.0
3273,Player 1,2022-06-17,Cardio,6.0
3274,Player 1,2022-06-20,Cardio,6.0
3275,Player 1,2022-06-21,Cardio,7.0
3276,Player 1,2022-06-22,Cardio,4.0
3277,Player 1,2022-06-23,Cardio,10.0
3278,Player 1,2022-06-24,Cardio,6.0
3279,Player 1,2022-06-27,Cardio,7.0
3280,Player 1,2022-06-28,Cardio,9.0
3281,Player 1,2022-06-29,Cardio,8.0
3282,Player 1,2022-06-30,Cardio,8.0
3283,Player 1,2022-07-01,Cardio,6.0
3284,Player 1,2022-07-04,Cardio,6.0
3285,Player 1,2022-07-05,Cardio,8.0
3286,Player 1,2022-07-06,Cardio,8.0
3287,Player 1,2022-07-07,Cardio,8.0
3288,Player 1,2022-07-08,Cardio,10.0
3289,Player 1,2022-07-11,Cardio,5.0
3290,Player 1,2022-07-12,Cardio,5.0
3291,Player 1,2022-07-13,Cardio,9.0
3292,Player 1,2022-07-14,Cardio,7.0
3293,Player 1,2022-07-15,Cardio,7.0
3294,Player 1,2022-07-18,Cardio,3.0
3295,Player 1,2022-07-19,Cardio,8.0
3296,Player 1,2022-07-20,Cardio,6.0
3297,Player 1,2022-07-21,Cardio,9.0
3298,Player 1,2022-07-22,Cardio,8.0
3299,Player 1,2022-07-25,Cardio,8.0
3300,Player 1,2022-07-26,Cardio,8.0
3301,Player 1,2022-07-27,Cardio,8.0
3302,Player 1,2022-07-28,Cardio,6.0
3303,Player 1,2022-07-29,Cardio,6.0
3304,Player 10,2021-08-02,Cardio,5.0
3305,Player 10,2021-08-06,Cardio,5.0
3306,Player 10,2021-08-09,Cardio,4.0
3307,Player 10,2021-08-10,Cardio,4.0
3308,Player 10,2021-08-11,Cardio,5.0
3309,Player 10,2021-08-12,Cardio,5.0
3310,Player 10,2021-08-13,Cardio,10.0
3311,Player 10,2021-08-16,Cardio,10.0
3312,Player 10,2021-08-17,Cardio,3.0
3313,Player 10,2021-08-18,Cardio,3.0
3314,Player 10,2021-08-19,Cardio,4.0
3315,Player 10,2021-08-24,Cardio,4.0
3316,Player 10,2021-08-25,Cardio,4.0
3317,Player 10,2021-08-26,Cardio,5.0
3318,Player 10,2021-08-27,Cardio,6.0
3319,Player 10,2021-08-30,Cardio,8.0
3320,Player 10,2021-08-31,Cardio,8.0
3321,Player 10,2021-09-01,Cardio,8.0
3322,Player 10,2021-09-02,Cardio,8.0
3323,Player 10,2021-09-07,Cardio,3.0
3324,Player 10,2021-09-09,Cardio,3.0
3325,Player 10,2021-09-14,Cardio,3.0
3326,Player 10,2021-09-16,Cardio,3.0
3327,Player 10,2021-09-17,Cardio,3.0
3328,Player 10,2021-09-21,Cardio,7.0
3329,Player 10,2021-09-22,Cardio,6.0
3330,Player 10,2021-09-23,Cardio,9.0
3331,Player 10,2021-09-24,Cardio,8.0
3332,Player 10,2021-09-30,Cardio,9.0
3333,Player 10,2021-10-01,Cardio,6.0
3334,Player 10,2021-10-06,Cardio,10.0
3335,Player 10,2021-10-07,Cardio,6.0
3336,Player 10,2021-10-08,Cardio,3.0
3337,Player 10,2021-10-14,Cardio,3.0
3338,Player 10,2021-10-15,Cardio,4.0
3339,Player 10,2021-10-20,Cardio,4.0
3340,Player 10,2021-10-21,Cardio,9.0
3341,Player 10,2021-10-22,Cardio,9.0
3342,Player 10,2021-10-27,Cardio,8.0
3343,Player 10,2021-10-28,Cardio,6.0
3344,Player 10,2021-10-29,Cardio,6.0
3345,Player 10,2021-11-04,Cardio,4.0
3346,Player 10,2021-11-05,Cardio,10.0
3347,Player 10,2021-11-10,Cardio,4.0
3348,Player 10,2021-11-11,Cardio,7.0
3349,Player 10,2021-11-12,Cardio,6.0
3350,Player 10,2021-11-17,Cardio,8.0
3351,Player 10,2021-11-18,Cardio,8.0
3352,Player 10,2021-11-19,Cardio,8.0
3353,Player 10,2021-11-26,Cardio,6.0
3354,Player 10,2021-12-01,Cardio,7.0
3355,Player 10,2021-12-03,Cardio,7.0
3356,Player 10,2021-12-15,Cardio,3.0
3357,Player 10,2021-12-16,Cardio,8.0
3358,Player 10,2021-12-17,Cardio,9.0
3359,Player 10,2021-12-22,Cardio,9.0
3360,Player 10,2021-12-23,Cardio,9.0
3361,Player 10,2021-12-24,Cardio,4.0
3362,Player 10,2021-12-30,Cardio,4.0
3363,Player 10,2021-12-31,Cardio,4.0
3364,Player 10,2022-01-03,Cardio,5.0
3365,Player 10,2022-01-04,Cardio,7.0
3366,Player 10,2022-01-05,Cardio,7.0
3367,Player 10,2022-01-06,Cardio,7.0
3368,Player 10,2022-01-07,Cardio,3.0
3369,Player 10,2022-01-10,Cardio,4.0
3370,Player 10,2022-01-11,Cardio,10.0
3371,Player 10,2022-01-12,Cardio,5.0
3372,Player 10,2022-01-13,Cardio,9.0
3373,Player 10,2022-01-14,Cardio,10.0
3374,Player 10,2022-01-17,Cardio,10.0
3375,Player 10,2022-01-18,Cardio,3.0
3376,Player 10,2022-01-19,Cardio,9.0
3377,Player 10,2022-01-20,Cardio,4.0
3378,Player 10,2022-01-24,Cardio,6.0
3379,Player 10,2022-01-25,Cardio,6.0
3380,Player 10,2022-01-26,Cardio,6.0
3381,Player 10,2022-01-27,Cardio,5.0
3382,Player 10,2022-01-28,Cardio,6.0
3383,Player 10,2022-01-31,Cardio,8.0
3384,Player 10,2022-02-01,Cardio,7.0
3385,Player 10,2022-02-02,Cardio,7.0
3386,Player 10,2022-02-03,Cardio,4.0
3387,Player 10,2022-02-07,Cardio,4.0
3388,Player 10,2022-02-08,Cardio,3.0
3389,Player 10,2022-02-10,Cardio,10.0
3390,Player 10,2022-02-11,Cardio,10.0
3391,Player 10,2022-02-14,Cardio,7.0
3392,Player 10,2022-02-15,Cardio,3.0
3393,Player 10,2022-02-16,Cardio,3.0
3394,Player 10,2022-02-17,Cardio,9.0
3395,Player 10,2022-02-18,Cardio,9.0
3396,Player 10,2022-02-22,Cardio,7.0
3397,Player 10,2022-02-23,Cardio,6.0
3398,Player 10,2022-02-24,Cardio,9.0
3399,Player 10,2022-02-25,Cardio,8.0
3400,Player 10,2022-02-28,Cardio,6.0
3401,Player 10,2022-03-01,Cardio,9.0
3402,Player 10,2022-03-02,Cardio,6.0
3403,Player 10,2022-03-03,Cardio,7.0
3404,Player 10,2022-03-04,Cardio,8.0
3405,Player 10,2022-03-07,Cardio,10.0
3406,Player 10,2022-03-08,Cardio,6.0
3407,Player 10,2022-03-09,Cardio,3.0
3408,Player 10,2022-03-10,Cardio,3.0
3409,Player 10,2022-03-11,Cardio,10.0
3410,Player 10,2022-03-14,Cardio,10.0
3411,Player 10,2022-03-15,Cardio,10.0
3412,Player 10,2022-03-16,Cardio,4.0
3413,Player 10,2022-03-17,Cardio,4.0
3414,Player 10,2022-03-18,Cardio,9.0
3415,Player 10,2022-03-21,Cardio,9.0
3416,Player 10,2022-03-22,Cardio,9.0
3417,Player 10,2022-03-23,Cardio,8.0
3418,Player 10,2022-03-24,Cardio,3.0
3419,Player 10,2022-03-25,Cardio,3.0
3420,Player 10,2022-03-28,Cardio,8.0
3421,Player 10,2022-03-29,Cardio,6.0
3422,Player 10,2022-03-30,Cardio,5.0
3423,Player 10,2022-03-31,Cardio,3.0
3424,Player 10,2022-04-01,Cardio,7.0
3425,Player 10,2022-04-04,Cardio,7.0
3426,Player 10,2022-04-05,Cardio,4.0
3427,Player 10,2022-04-06,Cardio,10.0
3428,Player 10,2022-04-07,Cardio,10.0
3429,Player 10,2022-04-08,Cardio,3.0
3430,Player 10,2022-04-11,Cardio,4.0
3431,Player 10,2022-04-12,Cardio,7.0
3432,Player 10,2022-04-13,Cardio,6.0
3433,Player 10,2022-04-14,Cardio,8.0
3434,Player 10,2022-04-15,Cardio,3.0
3435,Player 10,2022-04-18,Cardio,8.0
3436,Player 10,2022-04-19,Cardio,8.0
3437,Player 10,2022-04-20,Cardio,8.0
3438,Player 10,2022-04-21,Cardio,5.0
3439,Player 10,2022-04-22,Cardio,9.0
3440,Player 10,2022-04-25,Cardio,5.0
3441,Player 10,2022-04-27,Cardio,6.0
3442,Player 10,2022-04-28,Cardio,6.0
3443,Player 10,2022-04-29,Cardio,6.0
3444,Player 10,2022-05-02,Cardio,7.0
3445,Player 10,2022-05-04,Cardio,8.0
3446,Player 10,2022-05-05,Cardio,8.0
3447,Player 10,2022-05-06,Cardio,10.0
3448,Player 10,2022-05-09,Cardio,10.0
3449,Player 10,2022-05-10,Cardio,10.0
3450,Player 10,2022-05-11,Cardio,10.0
3451,Player 10,2022-05-13,Cardio,10.0
3452,Player 10,2022-05-16,Cardio,3.0
3453,Player 10,2022-05-17,Cardio,8.0
3454,Player 10,2022-05-18,Cardio,9.0
3455,Player 10,2022-05-19,Cardio,9.0
3456,Player 10,2022-05-23,Cardio,9.0
3457,Player 10,2022-05-24,Cardio,4.0
3458,Player 10,2022-05-25,Cardio,4.0
3459,Player 10,2022-05-26,Cardio,6.0
3460,Player 10,2022-05-27,Cardio,7.0
3461,Player 10,2022-05-30,Cardio,5.0
3462,Player 10,2022-05-31,Cardio,5.0
3463,Player 10,2022-06-01,Cardio,7.0
3464,Player 10,2022-06-02,Cardio,7.0
3465,Player 10,2022-06-03,Cardio,7.0
3466,Player 10,2022-06-06,Cardio,7.0
3467,Player 10,2022-06-07,Cardio,7.0
3468,Player 10,2022-06-08,Cardio,7.0
3469,Player 10,2022-06-09,Cardio,10.0
3470,Player 10,2022-06-10,Cardio,10.0
3471,Player 10,2022-06-13,Cardio,8.0
3472,Player 10,2022-06-14,Cardio,8.0
3473,Player 10,2022-06-15,Cardio,3.0
3474,Player 10,2022-06-16,Cardio,3.0
3475,Player 10,2022-06-17,Cardio,10.0
3476,Player 10,2022-06-20,Cardio,10.0
3477,Player 10,2022-06-21,Cardio,8.0
3478,Player 10,2022-06-22,Cardio,8.0
3479,Player 10,2022-06-23,Cardio,10.0
3480,Player 10,2022-06-24,Cardio,6.0
3481,Player 10,2022-06-27,Cardio,4.0
3482,Player 10,2022-06-28,Cardio,3.0
3483,Player 10,2022-06-29,Cardio,7.0
3484,Player 10,2022-06-30,Cardio,10.0
3485,Player 10,2022-07-01,Cardio,3.0
3486,Player 10,2022-07-04,Cardio,3.0
3487,Player 10,2022-07-05,Cardio,5.0
3488,Player 10,2022-07-06,Cardio,5.0
3489,Player 10,2022-07-08,Cardio,3.0
3490,Player 10,2022-07-11,Cardio,3.0
3491,Player 10,2022-07-12,Cardio,9.0
3492,Player 10,2022-07-13,Cardio,5.0
3493,Player 10,2022-07-14,Cardio,10.0
3494,Player 10,2022-07-15,Cardio,7.0
3495,Player 10,2022-07-18,Cardio,6.0
3496,Player 10,2022-07-19,Cardio,5.0
3497,Player 10,2022-07-20,Cardio,4.0
3498,Player 10,2022-07-21,Cardio,4.0
3499,Player 10,2022-07-22,Cardio,5.0
3500,Player 10,2022-07-25,Cardio,6.0
3501,Player 10,2022-07-26,Cardio,6.0
3502,Player 10,2022-07-27,Cardio,8.0
3503,Player 10,2022-07-28,Cardio,8.0
3504,Player 10,2022-07-29,Cardio,8.0
3505,Player 11,2021-08-02,Cardio,4.0
3506,Player 11,2021-08-03,Cardio,5.0
3507,Player 11,2021-08-04,Cardio,5.0
3508,Player 11,2021-08-05,Cardio,10.0
3509,Player 11,2021-08-09,Cardio,10.0
3510,Player 11,2021-08-10,Cardio,10.0
